simulated time	num cells	num division	num death	wall time
56460	1637	8	3	2.3013
56520	1642	5	0	2.27579
56580	1648	8	2	2.34584
56640	1648	9	9	2.38682
56700	1652	8	4	2.3099
56760	1654	5	3	2.11694
56820	1651	6	9	2.30023
56880	1652	5	4	2.35686
56940	1656	6	2	2.32277
57000	1657	4	3	2.33783
57060	1658	9	8	2.53345
57120	1659	4	3	2.55436
57180	1663	6	2	2.32615
57240	1664	4	3	2.46695
57300	1657	4	11	3.0915
57360	1657	3	3	3.02693
57420	1659	5	3	2.88095
57480	1660	5	4	2.82127
57540	1663	8	5	3.33676
57600	1666	10	7	2.46141
57660	1670	6	2	2.24917
57720	1669	3	4	2.08151
57780	1670	5	4	2.12596
57840	1667	4	7	2.14673
57900	1663	2	6	2.32333
57960	1669	10	4	2.72183
58020	1674	8	3	2.87496
58080	1667	2	9	2.48316
58140	1670	8	5	2.36832
58200	1672	8	6	2.26827
58260	1671	5	6	2.22222
58320	1675	5	1	2.20214
58380	1674	5	6	2.26202
58440	1670	4	8	2.18812
58500	1667	6	9	2.21617
58560	1668	5	4	2.46688
58620	1664	4	8	2.27855
58680	1663	4	5	2.26963
58740	1661	7	9	2.36201
58800	1661	5	5	2.15897
58860	1666	8	3	2.16127
58920	1670	7	3	2.19724
58980	1671	5	4	2.20216
59040	1674	7	4	2.19373
59100	1676	3	1	2.3503
59160	1674	3	5	2.13021
59220	1682	12	4	2.40245
59280	1685	9	6	2.16566
59340	1683	2	4	2.23165
59400	1677	2	8	2.33792
59460	1674	3	6	2.81371
59520	1676	6	4	3.01319
59580	1680	5	1	2.63357
59640	1682	7	5	2.79187
59700	1678	6	10	2.39375
59760	1681	8	5	2.2688
59820	1677	5	9	2.49652
59880	1683	7	1	2.23568
59940	1682	4	5	2.40504
60000	1682	4	4	2.38906
60060	1681	6	7	2.37993
60120	1682	8	7	2.50544
60180	1681	4	5	2.64258
60240	1679	6	8	2.52705
60300	1681	6	4	2.18963
60360	1681	3	3	2.54908
60420	1683	7	5	2.39168
60480	1682	3	4	2.64818
60540	1686	7	3	2.59329
60600	1685	5	6	2.98287
60660	1684	2	3	2.33476
60720	1695	14	3	2.22467
60780	1701	8	2	2.45275
60840	1707	8	2	2.32674
60900	1705	5	7	2.20334
60960	1708	9	6	2.21818
61020	1711	9	6	2.28024
61080	1711	10	10	2.18119
61140	1714	7	4	2.17966
61200	1721	9	2	2.1686
61260	1723	5	3	2.31627
61320	1724	4	3	2.26233
61380	1730	9	3	2.3104
61440	1723	2	9	2.40942
61500	1723	5	5	2.37529
61560	1727	8	4	2.16361
61620	1728	8	7	2.20624
61680	1728	5	5	2.52902
61740	1724	4	8	2.23731
61800	1722	5	7	2.28043
61860	1719	2	5	2.29224
61920	1721	5	3	2.35745
61980	1721	5	5	2.15609
62040	1725	8	4	2.38333
62100	1722	3	6	2.4293
62160	1725	4	1	2.10908
62220	1731	10	4	2.3645
62280	1731	2	2	2.34785
62340	1736	8	3	2.48995
62400	1734	6	8	2.32177
62460	1735	6	5	2.21596
62520	1746	12	1	2.26944
62580	1747	5	4	2.13759
62640	1749	6	4	2.14524
62700	1750	9	8	2.38508
62760	1748	4	6	2.2612
62820	1745	4	7	2.43727
62880	1743	5	7	2.32475
62940	1737	7	13	2.15016
63000	1739	9	7	2.14713
63060	1747	14	6	2.14818
63120	1746	4	5	2.36183
63180	1743	2	5	2.34101
63240	1745	7	5	2.13795
63300	1748	9	6	2.17683
63360	1745	3	6	2.35378
63420	1742	3	6	2.19313
63480	1747	10	5	2.22426
63540	1740	2	9	2.22028
63600	1739	4	5	2.09665
63660	1738	3	4	2.20506
63720	1738	4	4	2.17711
63780	1742	8	4	2.26179
63840	1740	7	9	2.25473
63900	1742	6	4	2.11203
63960	1746	8	4	2.25844
64020	1749	6	3	2.36956
64080	1749	5	5	2.24475
64140	1750	5	4	2.19214
64200	1753	6	3	2.23161
64260	1750	4	7	2.23154
64320	1753	4	1	2.21278
64380	1752	4	5	2.12841
64440	1751	5	6	2.2092
64500	1750	3	4	2.19619
64560	1750	5	5	2.25428
64620	1755	7	2	2.82839
64680	1751	3	7	2.68777
64740	1753	8	6	2.4469
64800	1747	5	11	2.26833
64800	1747	0	0	0.098095
